step,learning_rate
5953,1.4288846764368156e-06
5954,1.4290264203432414e-06
5955,1.4291681864961333e-06
5956,1.4293099748947184e-06
5957,1.4294517855382189e-06
5958,1.429593618425862e-06
5959,1.4297354735568732e-06
5960,1.4298773509304757e-06
5961,1.4300192505458945e-06
5962,1.4301611724023564e-06
5963,1.4303031164990826e-06
5964,1.4304450828352992e-06
5965,1.4305870714102294e-06
5966,1.430729082223098e-06
5967,1.4308711152731297e-06
5968,1.4310131705595473e-06
5969,1.431155248081575e-06
5970,1.4312973478384353e-06
5971,1.4314394698293523e-06
5972,1.431581614053551e-06
5973,1.4317237805102514e-06
5974,1.4318659691986808e-06
5975,1.4320081801180578e-06
5976,1.4321504132676074e-06
5977,1.4322926686465529e-06
5978,1.4324349462541154e-06
5979,1.432577246089518e-06
5980,1.4327195681519853e-06
5981,1.4328619124407368e-06
5982,1.4330042789549942e-06
5983,1.4331466676939812e-06
5984,1.433289078656919e-06
5985,1.43343151184303e-06
5986,1.4335739672515368e-06
5987,1.4337164448816578e-06
5988,1.433858944732616e-06
5989,1.4340014668036341e-06
5990,1.4341440110939305e-06
5991,1.4342865776027282e-06
5992,1.4344291663292492e-06
5993,1.4345717772727112e-06
5994,1.4347144104323374e-06
5995,1.4348570658073467e-06
5996,1.4349997433969601e-06
5997,1.435142443200399e-06
5998,1.4352851652168816e-06
5999,1.4354279094456312e-06
6000,1.4355706758858636e-06
6001,1.4357134645368006e-06
6002,1.435856275397663e-06
6003,1.4359991084676685e-06
6004,1.4361419637460374e-06
6005,1.4362848412319901e-06
6006,1.4364277409247442e-06
6007,1.4365706628235193e-06
6008,1.4367136069275339e-06
6009,1.4368565732360076e-06
6010,1.4369995617481598e-06
6011,1.437142572463208e-06
6012,1.4372856053803713e-06
6013,1.4374286604988664e-06
6014,1.4375717378179135e-06
6015,1.4377148373367305e-06
6016,1.4378579590545346e-06
6017,1.4380011029705456e-06
6018,1.438144269083978e-06
6019,1.4382874573940514e-06
6020,1.4384306678999838e-06
6021,1.4385739006009917e-06
6022,1.4387171554962918e-06
6023,1.4388604325851045e-06
6024,1.4390037318666434e-06
6025,1.4391470533401257e-06
6026,1.4392903970047687e-06
6027,1.4394337628597893e-06
6028,1.439577150904405e-06
6029,1.4397205611378327e-06
6030,1.4398639935592852e-06
6031,1.4400074481679807e-06
6032,1.4401509249631369e-06
6033,1.4402944239439668e-06
6034,1.4404379451096877e-06
6035,1.4405814884595173e-06
6036,1.4407250539926673e-06
6037,1.440868641708356e-06
6038,1.4410122516057966e-06
6039,1.4411558836842061e-06
6040,1.4412995379427993e-06
6041,1.4414432143807912e-06
6042,1.4415869129973968e-06
6043,1.4417306337918286e-06
6044,1.4418743767633032e-06
6045,1.4420181419110364e-06
6046,1.4421619292342393e-06
6047,1.4423057387321304e-06
6048,1.442449570403919e-06
6049,1.4425934242488217e-06
6050,1.4427373002660534e-06
6051,1.4428811984548255e-06
6052,1.4430251188143526e-06
6053,1.4431690613438493e-06
6054,1.443313026042529e-06
6055,1.443457012909602e-06
6056,1.443601021944284e-06
6057,1.4437450531457872e-06
6058,1.443889106513326e-06
6059,1.4440331820461114e-06
6060,1.4441772797433582e-06
6061,1.4443213996042755e-06
6062,1.4444655416280795e-06
6063,1.444609705813979e-06
6064,1.4447538921611884e-06
6065,1.4448981006689195e-06
6066,1.4450423313363852e-06
6067,1.4451865841627957e-06
6068,1.4453308591473625e-06
6069,1.4454751562892978e-06
6070,1.445619475587814e-06
6071,1.445763817042121e-06
6072,1.4459081806514323e-06
6073,1.446052566414955e-06
6074,1.446196974331903e-06
6075,1.4463414044014876e-06
6076,1.4464858566229173e-06
6077,1.4466303309954039e-06
6078,1.4467748275181598e-06
6079,1.4469193461903918e-06
6080,1.447063887011313e-06
6081,1.4472084499801312e-06
6082,1.4473530350960575e-06
6083,1.4474976423583026e-06
6084,1.4476422717660761e-06
6085,1.4477869233185873e-06
6086,1.447931597015044e-06
6087,1.4480762928546576e-06
6088,1.4482210108366375e-06
6089,1.4483657509601921e-06
6090,1.448510513224532e-06
6091,1.448655297628863e-06
6092,1.4488001041723957e-06
6093,1.44894493285434e-06
6094,1.4490897836739019e-06
6095,1.4492346566302912e-06
6096,1.449379551722718e-06
6097,1.449524468950388e-06
6098,1.4496694083125093e-06
6099,1.4498143698082903e-06
6100,1.449959353436939e-06
6101,1.4501043591976637e-06
6102,1.450249387089671e-06
6103,1.4503944371121706e-06
6104,1.4505395092643662e-06
6105,1.4506846035454681e-06
6106,1.4508297199546814e-06
6107,1.4509748584912137e-06
6108,1.4511200191542719e-06
6109,1.451265201943065e-06
6110,1.4514104068567967e-06
6111,1.4515556338946734e-06
6112,1.4517008830559024e-06
6113,1.4518461543396909e-06
6114,1.4519914477452435e-06
6115,1.4521367632717685e-06
6116,1.4522821009184684e-06
6117,1.4524274606845504e-06
6118,1.4525728425692223e-06
6119,1.4527182465716862e-06
6120,1.4528636726911493e-06
6121,1.4530091209268187e-06
6122,1.4531545912778959e-06
6123,1.4533000837435885e-06
6124,1.4534455983231e-06
6125,1.4535911350156359e-06
6126,1.4537366938204013e-06
6127,1.4538822747366004e-06
6128,1.4540278777634378e-06
6129,1.4541735029001167e-06
6130,1.4543191501458421e-06
6131,1.4544648194998189e-06
6132,1.4546105109612499e-06
6133,1.454756224529341e-06
6134,1.4549019602032923e-06
6135,1.4550477179823096e-06
6136,1.455193497865597e-06
6137,1.4553392998523566e-06
6138,1.4554851239417916e-06
6139,1.4556309701331083e-06
6140,1.455776838425505e-06
6141,1.4559227288181866e-06
6142,1.4560686413103554e-06
6143,1.456214575901215e-06
6144,1.4563605325899677e-06
6145,1.456506511375817e-06
6146,1.4566525122579623e-06
6147,1.4567985352356067e-06
6148,1.4569445803079538e-06
6149,1.4570906474742036e-06
6150,1.4572367367335594e-06
6151,1.4573828480852234e-06
6152,1.4575289815283946e-06
6153,1.4576751370622768e-06
6154,1.457821314686069e-06
6155,1.457967514398974e-06
6156,1.4581137362001938e-06
6157,1.4582599800889272e-06
6158,1.4584062460643778e-06
6159,1.4585525341257428e-06
6160,1.4586988442722245e-06
6161,1.458845176503024e-06
6162,1.4589915308173401e-06
6163,1.4591379072143744e-06
6164,1.459284305693328e-06
6165,1.4594307262533976e-06
6166,1.4595771688937861e-06
6167,1.459723633613691e-06
6168,1.4598701204123126e-06
6169,1.4600166292888523e-06
6170,1.4601631602425087e-06
6171,1.4603097132724782e-06
6172,1.4604562883779618e-06
6173,1.4606028855581594e-06
6174,1.4607495048122695e-06
6175,1.46089614613949e-06
6176,1.4610428095390222e-06
6177,1.4611894950100608e-06
6178,1.461336202551807e-06
6179,1.4614829321634566e-06
6180,1.4616296838442101e-06
6181,1.4617764575932642e-06
6182,1.461923253409819e-06
6183,1.4620700712930703e-06
6184,1.462216911242215e-06
6185,1.4623637732564523e-06
6186,1.4625106573349789e-06
6187,1.462657563476993e-06
6188,1.4628044916816924e-06
6189,1.4629514419482715e-06
6190,1.4630984142759282e-06
6191,1.4632454086638614e-06
6192,1.4633924251112654e-06
6193,1.4635394636173373e-06
6194,1.4636865241812764e-06
6195,1.4638336068022749e-06
6196,1.4639807114795313e-06
6197,1.4641278382122407e-06
6198,1.4642749869996003e-06
6199,1.4644221578408055e-06
6200,1.4645693507350521e-06
6201,1.4647165656815352e-06
6202,1.4648638026794506e-06
6203,1.4650110617279932e-06
6204,1.4651583428263599e-06
6205,1.4653056459737442e-06
6206,1.4654529711693418e-06
6207,1.465600318412349e-06
6208,1.4657476877019575e-06
6209,1.4658950790373648e-06
6210,1.4660424924177636e-06
6211,1.4661899278423487e-06
6212,1.4663373853103158e-06
6213,1.466484864820859e-06
6214,1.4666323663731698e-06
6215,1.4667798899664437e-06
6216,1.4669274355998746e-06
6217,1.467075003272657e-06
6218,1.4672225929839828e-06
6219,1.4673702047330488e-06
6220,1.4675178385190436e-06
6221,1.4676654943411643e-06
6222,1.467813172198601e-06
6223,1.4679608720905484e-06
6224,1.468108594016199e-06
6225,1.468256337974748e-06
6226,1.468404103965385e-06
6227,1.468551891987302e-06
6228,1.4686997020396926e-06
6229,1.4688475341217505e-06
6230,1.468995388232665e-06
6231,1.4691432643716318e-06
6232,1.4692911625378388e-06
6233,1.4694390827304795e-06
6234,1.4695870249487464e-06
6235,1.46973498919183e-06
6236,1.4698829754589215e-06
6237,1.4700309837492148e-06
6238,1.470179014061897e-06
6239,1.4703270663961622e-06
6240,1.4704751407511994e-06
6241,1.4706232371262006e-06
6242,1.470771355520357e-06
6243,1.4709194959328584e-06
6244,1.4710676583628958e-06
6245,1.4712158428096581e-06
6246,1.4713640492723358e-06
6247,1.4715122777501213e-06
6248,1.4716605282422019e-06
6249,1.4718088007477698e-06
6250,1.4719570952660126e-06
6251,1.47210541179612e-06
6252,1.4722537503372839e-06
6253,1.4724021108886906e-06
6254,1.4725504934495314e-06
6255,1.4726988980189953e-06
6256,1.472847324596272e-06
6257,1.4729957731805478e-06
6258,1.4731442437710126e-06
6259,1.4732927363668557e-06
6260,1.4734412509672658e-06
6261,1.4735897875714303e-06
6262,1.4737383461785403e-06
6263,1.4738869267877794e-06
6264,1.474035529398339e-06
6265,1.4741841540094058e-06
6266,1.4743328006201672e-06
6267,1.4744814692298121e-06
6268,1.474630159837529e-06
6269,1.474778872442503e-06
6270,1.474927607043922e-06
6271,1.475076363640973e-06
6272,1.4752251422328447e-06
6273,1.4753739428187222e-06
6274,1.4755227653977955e-06
6275,1.4756716099692466e-06
6276,1.4758204765322648e-06
6277,1.4759693650860372e-06
6278,1.4761182756297485e-06
6279,1.4762672081625859e-06
6280,1.4764161626837368e-06
6281,1.4765651391923847e-06
6282,1.476714137687717e-06
6283,1.4768631581689185e-06
6284,1.4770122006351754e-06
6285,1.477161265085674e-06
6286,1.4773103515195994e-06
6287,1.4774594599361364e-06
6288,1.477608590334469e-06
6289,1.477757742713784e-06
6290,1.4779069170732665e-06
6291,1.4780561134121e-06
6292,1.4782053317294712e-06
6293,1.4783545720245617e-06
6294,1.4785038342965581e-06
6295,1.4786531185446446e-06
6296,1.4788024247680046e-06
6297,1.4789517529658222e-06
6298,1.4791011031372835e-06
6299,1.4792504752815703e-06
6300,1.4793998693978654e-06
6301,1.479549285485354e-06
6302,1.4796987235432193e-06
6303,1.4798481835706457e-06
6304,1.4799976655668164e-06
6305,1.4801471695309109e-06
6306,1.4802966954621158e-06
6307,1.4804462433596133e-06
6308,1.4805958132225857e-06
6309,1.4807454050502154e-06
6310,1.4808950188416856e-06
6311,1.4810446545961804e-06
6312,1.4811943123128792e-06
6313,1.481343991990964e-06
6314,1.4814936936296185e-06
6315,1.4816434172280253e-06
6316,1.4817931627853638e-06
6317,1.481942930300819e-06
6318,1.4820927197735682e-06
6319,1.4822425312027956e-06
6320,1.482392364587683e-06
6321,1.4825422199274091e-06
6322,1.4826920972211576e-06
6323,1.482841996468109e-06
6324,1.4829919176674425e-06
6325,1.483141860818341e-06
6326,1.483291825919983e-06
6327,1.4834418129715494e-06
6328,1.4835918219722227e-06
6329,1.4837418529211827e-06
6330,1.4838919058176058e-06
6331,1.4840419806606755e-06
6332,1.4841920774495704e-06
6333,1.484342196183472e-06
6334,1.4844923368615577e-06
6335,1.4846424994830096e-06
6336,1.484792684047004e-06
6337,1.4849428905527228e-06
6338,1.4850931189993428e-06
6339,1.4852433693860444e-06
6340,1.485393641712007e-06
6341,1.4855439359764103e-06
6342,1.4856942521784308e-06
6343,1.4858445903172467e-06
6344,1.4859949503920377e-06
6345,1.4861453324019834e-06
6346,1.4862957363462593e-06
6347,1.4864461622240472e-06
6348,1.4865966100345205e-06
6349,1.4867470797768595e-06
6350,1.4868975714502424e-06
6351,1.4870480850538456e-06
6352,1.487198620586847e-06
6353,1.487349178048426e-06
6354,1.4874997574377564e-06
6355,1.4876503587540172e-06
6356,1.4878009819963848e-06
6357,1.4879516271640364e-06
6358,1.4881022942561494e-06
6359,1.4882529832718993e-06
6360,1.4884036942104647e-06
6361,1.4885544270710184e-06
6362,1.4887051818527395e-06
6363,1.488855958554804e-06
6364,1.4890067571763865e-06
6365,1.4891575777166642e-06
6366,1.4893084201748144e-06
6367,1.489459284550009e-06
6368,1.4896101708414266e-06
6369,1.4897610790482403e-06
6370,1.4899120091696272e-06
6371,1.490062961204763e-06
6372,1.4902139351528225e-06
6373,1.4903649310129788e-06
6374,1.4905159487844076e-06
6375,1.490666988466284e-06
6376,1.4908180500577838e-06
6377,1.4909691335580799e-06
6378,1.491120238966348e-06
6379,1.4912713662817606e-06
6380,1.4914225155034934e-06
6381,1.4915736866307186e-06
6382,1.4917248796626118e-06
6383,1.4918760945983457e-06
6384,1.4920273314370967e-06
6385,1.4921785901780357e-06
6386,1.4923298708203356e-06
6387,1.49248117336317e-06
6388,1.4926324978057142e-06
6389,1.492783844147139e-06
6390,1.4929352123866197e-06
6391,1.4930866025233258e-06
6392,1.4932380145564325e-06
6393,1.4933894484851117e-06
6394,1.4935409043085355e-06
6395,1.4936923820258763e-06
6396,1.4938438816363092e-06
6397,1.4939954031390015e-06
6398,1.4941469465331285e-06
6399,1.4942985118178599e-06
6400,1.4944500989923686e-06
6401,1.494601708055827e-06
6402,1.494753339007406e-06
6403,1.4949049918462766e-06
6404,1.4950566665716096e-06
6405,1.4952083631825767e-06
6406,1.4953600816783498e-06
6407,1.4955118220580986e-06
6408,1.4956635843209958e-06
6409,1.4958153684662088e-06
6410,1.4959671744929104e-06
6411,1.496119002400271e-06
6412,1.49627085218746e-06
6413,1.496422723853648e-06
6414,1.4965746173980057e-06
6415,1.496726532819704e-06
6416,1.4968784701179087e-06
6417,1.4970304292917929e-06
6418,1.4971824103405248e-06
6419,1.4973344132632759e-06
6420,1.4974864380592129e-06
6421,1.4976384847275082e-06
6422,1.4977905532673272e-06
6423,1.4979426436778414e-06
6424,1.498094755958218e-06
6425,1.4982468901076265e-06
6426,1.498399046125236e-06
6427,1.498551224010217e-06
6428,1.4987034237617342e-06
6429,1.4988556453789565e-06
6430,1.499007888861053e-06
6431,1.4991601542071928e-06
6432,1.499312441416541e-06
6433,1.49946475048827e-06
6434,1.4996170814215416e-06
6435,1.499769434215527e-06
6436,1.499921808869394e-06
6437,1.5000742053823077e-06
6438,1.5002266237534364e-06
6439,1.5003790639819492e-06
6440,1.5005315260670093e-06
6441,1.5006840100077865e-06
6442,1.5008365158034456e-06
6443,1.5009890434531536e-06
6444,1.5011415929560787e-06
6445,1.5012941643113864e-06
6446,1.5014467575182413e-06
6447,1.5015993725758105e-06
6448,1.5017520094832605e-06
6449,1.5019046682397573e-06
6450,1.502057348844466e-06
6451,1.5022100512965542e-06
6452,1.5023627755951844e-06
6453,1.5025155217395238e-06
6454,1.5026682897287366e-06
6455,1.502821079561989e-06
6456,1.5029738912384456e-06
6457,1.5031267247572733e-06
6458,1.5032795801176344e-06
6459,1.5034324573186927e-06
6460,1.5035853563596152e-06
6461,1.5037382772395654e-06
6462,1.5038912199577085e-06
6463,1.5040441845132072e-06
6464,1.5041971709052284e-06
6465,1.5043501791329322e-06
6466,1.504503209195485e-06
6467,1.5046562610920494e-06
6468,1.5048093348217898e-06
6469,1.5049624303838688e-06
6470,1.5051155477774525e-06
6471,1.505268687001701e-06
6472,1.505421848055778e-06
6473,1.5055750309388474e-06
6474,1.5057282356500722e-06
6475,1.5058814621886134e-06
6476,1.5060347105536372e-06
6477,1.5061879807443028e-06
6478,1.5063412727597734e-06
6479,1.5064945865992122e-06
6480,1.5066479222617803e-06
6481,1.506801279746641e-06
6482,1.5069546590529566e-06
6483,1.5071080601798869e-06
6484,1.5072614831265947e-06
6485,1.5074149278922414e-06
6486,1.5075683944759886e-06
6487,1.5077218828769986e-06
6488,1.5078753930944327e-06
6489,1.5080289251274492e-06
6490,1.508182478975211e-06
6491,1.5083360546368791e-06
6492,1.5084896521116148e-06
6493,1.5086432713985775e-06
6494,1.5087969124969298e-06
6495,1.508950575405829e-06
6496,1.5091042601244381e-06
6497,1.509257966651915e-06
6498,1.5094116949874208e-06
6499,1.5095654451301155e-06
6500,1.5097192170791608e-06
6501,1.5098730108337136e-06
6502,1.5100268263929338e-06
6503,1.5101806637559816e-06
6504,1.5103345229220164e-06
6505,1.5104884038901966e-06
6506,1.5106423066596842e-06
6507,1.5107962312296332e-06
6508,1.510950177599206e-06
6509,1.5111041457675608e-06
6510,1.511258135733855e-06
6511,1.511412147497248e-06
6512,1.5115661810569004e-06
6513,1.5117202364119655e-06
6514,1.511874313561606e-06
6515,1.5120284125049767e-06
6516,1.5121825332412368e-06
6517,1.5123366757695452e-06
6518,1.5124908400890574e-06
6519,1.5126450261989341e-06
6520,1.512799234098329e-06
6521,1.5129534637864007e-06
6522,1.513107715262308e-06
6523,1.5132619885252061e-06
6524,1.5134162835742524e-06
6525,1.5135706004086056e-06
6526,1.5137249390274193e-06
6527,1.5138792994298519e-06
6528,1.514033681615059e-06
6529,1.5141880855821974e-06
6530,1.5143425113304244e-06
6531,1.514496958858896e-06
6532,1.5146514281667652e-06
6533,1.5148059192531903e-06
6534,1.5149604321173267e-06
6535,1.5151149667583308e-06
6536,1.5152695231753566e-06
6537,1.5154241013675623e-06
6538,1.5155787013340995e-06
6539,1.5157333230741256e-06
6540,1.5158879665867947e-06
6541,1.5160426318712618e-06
6542,1.5161973189266822e-06
6543,1.516352027752212e-06
6544,1.5165067583470035e-06
6545,1.5166615107102108e-06
6546,1.5168162848409896e-06
6547,1.5169710807384947e-06
6548,1.5171258984018777e-06
6549,1.5172807378302968e-06
6550,1.5174355990229014e-06
6551,1.5175904819788467e-06
6552,1.5177453866972877e-06
6553,1.517900313177376e-06
6554,1.5180552614182657e-06
6555,1.5182102314191124e-06
6556,1.5183652231790648e-06
6557,1.5185202366972793e-06
6558,1.5186752719729068e-06
6559,1.5188303290051012e-06
6560,1.5189854077930154e-06
6561,1.5191405083358022e-06
6562,1.519295630632613e-06
6563,1.5194507746825988e-06
6564,1.5196059404849143e-06
6565,1.5197611280387112e-06
6566,1.5199163373431406e-06
6567,1.5200715683973538e-06
6568,1.5202268212005057e-06
6569,1.5203820957517441e-06
6570,1.5205373920502227e-06
6571,1.5206927100950906e-06
6572,1.5208480498855014e-06
6573,1.5210034114206058e-06
6574,1.5211587946995554e-06
6575,1.5213141997214985e-06
6576,1.5214696264855876e-06
6577,1.521625074990973e-06
6578,1.5217805452368063e-06
6579,1.5219360372222356e-06
6580,1.5220915509464152e-06
6581,1.5222470864084905e-06
6582,1.5224026436076148e-06
6583,1.5225582225429362e-06
6584,1.5227138232136049e-06
6585,1.5228694456187712e-06
6586,1.5230250897575866e-06
6587,1.5231807556291969e-06
6588,1.5233364432327524e-06
6589,1.523492152567403e-06
6590,1.523647883632298e-06
6591,1.523803636426586e-06
6592,1.5239594109494175e-06
6593,1.5241152071999376e-06
6594,1.5242710251772973e-06
6595,1.5244268648806451e-06
6596,1.524582726309129e-06
6597,1.5247386094618972e-06
6598,1.5248945143380998e-06
6599,1.525050440936881e-06
6600,1.5252063892573922e-06
6601,1.5253623592987784e-06
6602,1.5255183510601887e-06
6603,1.525674364540772e-06
6604,1.5258303997396744e-06
6605,1.5259864566560417e-06
6606,1.5261425352890228e-06
6607,1.5262986356377645e-06
6608,1.526454757701415e-06
6609,1.5266109014791187e-06
6610,1.5267670669700252e-06
6611,1.526923254173278e-06
6612,1.5270794630880263e-06
6613,1.527235693713414e-06
6614,1.5273919460485885e-06
6615,1.5275482200926963e-06
6616,1.5277045158448855e-06
6617,1.5278608333042978e-06
6618,1.5280171724700807e-06
6619,1.5281735333413793e-06
6620,1.5283299159173416e-06
6621,1.5284863201971094e-06
6622,1.528642746179831e-06
6623,1.5287991938646517e-06
6624,1.5289556632507134e-06
6625,1.5291121543371642e-06
6626,1.5292686671231466e-06
6627,1.5294252016078067e-06
6628,1.5295817577902889e-06
6629,1.5297383356697386e-06
6630,1.5298949352452985e-06
6631,1.5300515565161133e-06
6632,1.5302081994813267e-06
6633,1.5303648641400844e-06
6634,1.530521550491528e-06
6635,1.5306782585348049e-06
6636,1.5308349882690542e-06
6637,1.5309917396934212e-06
6638,1.5311485128070507e-06
6639,1.5313053076090842e-06
6640,1.5314621240986653e-06
6641,1.5316189622749395e-06
6642,1.5317758221370453e-06
6643,1.531932703684129e-06
6644,1.5320896069153317e-06
6645,1.5322465318297957e-06
6646,1.5324034784266654e-06
6647,1.5325604467050825e-06
6648,1.5327174366641866e-06
6649,1.532874448303122e-06
6650,1.5330314816210307e-06
6651,1.533188536617055e-06
6652,1.5333456132903353e-06
6653,1.5335027116400153e-06
6654,1.5336598316652337e-06
6655,1.5338169733651342e-06
6656,1.5339741367388565e-06
6657,1.534131321785542e-06
6658,1.5342885285043327e-06
6659,1.5344457568943707e-06
6660,1.5346030069547937e-06
6661,1.5347602786847434e-06
6662,1.5349175720833609e-06
6663,1.535074887149787e-06
6664,1.5352322238831608e-06
6665,1.535389582282625e-06
6666,1.5355469623473164e-06
6667,1.535704364076376e-06
6668,1.5358617874689458e-06
6669,1.5360192325241625e-06
6670,1.5361766992411673e-06
6671,1.5363341876190998e-06
6672,1.5364916976570999e-06
6673,1.5366492293543058e-06
6674,1.5368067827098556e-06
6675,1.5369643577228902e-06
6676,1.5371219543925484e-06
6677,1.5372795727179679e-06
6678,1.5374372126982897e-06
6679,1.537594874332649e-06
6680,1.5377525576201857e-06
6681,1.5379102625600394e-06
6682,1.5380679891513461e-06
6683,1.5382257373932452e-06
6684,1.5383835072848758e-06
6685,1.538541298825373e-06
6686,1.5386991120138769e-06
6687,1.5388569468495225e-06
6688,1.5390148033314495e-06
6689,1.5391726814587955e-06
6690,1.5393305812306976e-06
6691,1.5394885026462906e-06
6692,1.539646445704713e-06
6693,1.5398044104051017e-06
6694,1.5399623967465948e-06
6695,1.540120404728327e-06
6696,1.540278434349437e-06
6697,1.5404364856090586e-06
6698,1.5405945585063297e-06
6699,1.5407526530403857e-06
6700,1.5409107692103627e-06
6701,1.5410689070153977e-06
6702,1.541227066454627e-06
6703,1.5413852475271848e-06
6704,1.5415434502322059e-06
6705,1.5417016745688266e-06
6706,1.541859920536184e-06
6707,1.5420181881334114e-06
6708,1.5421764773596459e-06
6709,1.5423347882140194e-06
6710,1.5424931206956682e-06
6711,1.5426514748037284e-06
6712,1.5428098505373332e-06
6713,1.5429682478956169e-06
6714,1.5431266668777163e-06
6715,1.5432851074827626e-06
6716,1.5434435697098923e-06
6717,1.5436020535582371e-06
6718,1.5437605590269324e-06
6719,1.5439190861151128e-06
6720,1.5440776348219122e-06
6721,1.5442362051464612e-06
6722,1.5443947970878956e-06
6723,1.5445534106453478e-06
6724,1.5447120458179528e-06
6725,1.5448707026048417e-06
6726,1.545029381005148e-06
6727,1.5451880810180066e-06
6728,1.5453468026425482e-06
6729,1.5455055458779043e-06
6730,1.5456643107232088e-06
6731,1.5458230971775943e-06
6732,1.5459819052401944e-06
6733,1.5461407349101404e-06
6734,1.5462995861865619e-06
6735,1.5464584590685928e-06
6736,1.5466173535553649e-06
6737,1.5467762696460108e-06
6738,1.5469352073396599e-06
6739,1.547094166635447e-06
6740,1.5472531475324995e-06
6741,1.5474121500299511e-06
6742,1.5475711741269318e-06
6743,1.5477302198225728e-06
6744,1.5478892871160048e-06
6745,1.5480483760063612e-06
6746,1.5482074864927696e-06
6747,1.5483666185743604e-06
6748,1.5485257722502645e-06
6749,1.5486849475196139e-06
6750,1.5488441443815364e-06
6751,1.5490033628351648e-06
6752,1.5491626028796253e-06
6753,1.5493218645140502e-06
6754,1.5494811477375697e-06
6755,1.5496404525493112e-06
6756,1.5497997789484052e-06
6757,1.5499591269339832e-06
6758,1.5501184965051706e-06
6759,1.5502778876610996e-06
6760,1.5504373004008963e-06
6761,1.5505967347236916e-06
6762,1.5507561906286146e-06
6763,1.550915668114794e-06
6764,1.5510751671813553e-06
6765,1.5512346878274294e-06
6766,1.5513942300521443e-06
6767,1.5515537938546286e-06
6768,1.5517133792340092e-06
6769,1.5518729861894164e-06
6770,1.5520326147199743e-06
6771,1.5521922648248136e-06
6772,1.5523519365030593e-06
6773,1.5525116297538408e-06
6774,1.5526713445762848e-06
6775,1.5528310809695201e-06
6776,1.5529908389326724e-06
6777,1.5531506184648674e-06
6778,1.5533104195652334e-06
6779,1.553470242232897e-06
6780,1.5536300864669844e-06
6781,1.5537899522666225e-06
6782,1.5539498396309393e-06
6783,1.554109748559058e-06
6784,1.554269679050107e-06
6785,1.5544296311032104e-06
6786,1.5545896047174952e-06
6787,1.5547495998920885e-06
6788,1.554909616626114e-06
6789,1.5550696549186987e-06
6790,1.5552297147689661e-06
6791,1.5553897961760427e-06
6792,1.5555498991390549e-06
6793,1.5557100236571259e-06
6794,1.5558701697293825e-06
6795,1.5560303373549475e-06
6796,1.5561905265329463e-06
6797,1.5563507372625048e-06
6798,1.5565109695427458e-06
6799,1.5566712233727938e-06
6800,1.5568314987517764e-06
6801,1.5569917956788125e-06
6802,1.5571521141530299e-06
6803,1.5573124541735507e-06
6804,1.557472815739499e-06
6805,1.55763319885e-06
6806,1.5577936035041768e-06
6807,1.5579540297011499e-06
6808,1.558114477440045e-06
6809,1.5582749467199853e-06
6810,1.5584354375400943e-06
6811,1.558595949899494e-06
6812,1.558756483797309e-06
6813,1.5589170392326593e-06
6814,1.5590776162046696e-06
6815,1.5592382147124603e-06
6816,1.5593988347551556e-06
6817,1.5595594763318773e-06
6818,1.5597201394417499e-06
6819,1.5598808240838918e-06
6820,1.5600415302574251e-06
6821,1.5602022579614732e-06
6822,1.5603630071951577e-06
6823,1.5605237779575992e-06
6824,1.56068457024792e-06
6825,1.5608453840652428e-06
6826,1.5610062194086851e-06
6827,1.5611670762773713e-06
6828,1.56132795467042e-06
6829,1.5614888545869534e-06
6830,1.5616497760260926e-06
6831,1.5618107189869579e-06
6832,1.5619716834686696e-06
6833,1.5621326694703469e-06
6834,1.5622936769911113e-06
6835,1.5624547060300833e-06
6836,1.562615756586382e-06
6837,1.5627768286591294e-06
6838,1.5629379222474425e-06
6839,1.5630990373504414e-06
6840,1.5632601739672474e-06
6841,1.5634213320969787e-06
6842,1.5635825117387541e-06
6843,1.5637437128916958e-06
6844,1.563904935554919e-06
6845,1.5640661797275454e-06
6846,1.5642274454086914e-06
6847,1.5643887325974776e-06
6848,1.5645500412930223e-06
6849,1.564711371494446e-06
6850,1.5648727232008623e-06
6851,1.5650340964113927e-06
6852,1.5651954911251543e-06
6853,1.5653569073412665e-06
6854,1.5655183450588455e-06
6855,1.5656798042770125e-06
6856,1.5658412849948797e-06
6857,1.5660027872115693e-06
6858,1.566164310926196e-06
6859,1.5663258561378776e-06
6860,1.5664874228457326e-06
6861,1.5666490110488786e-06
6862,1.566810620746431e-06
6863,1.5669722519375056e-06
6864,1.5671339046212207e-06
6865,1.5672955787966938e-06
6866,1.5674572744630395e-06
6867,1.5676189916193765e-06
6868,1.5677807302648183e-06
6869,1.567942490398482e-06
6870,1.5681042720194853e-06
6871,1.5682660751269412e-06
6872,1.568427899719968e-06
6873,1.5685897457976823e-06
6874,1.5687516133591956e-06
6875,1.5689135024036266e-06
6876,1.5690754129300887e-06
6877,1.5692373449376982e-06
6878,1.5693992984255711e-06
6879,1.569561273392821e-06
6880,1.5697232698385643e-06
6881,1.5698852877619126e-06
6882,1.570047327161983e-06
6883,1.5702093880378899e-06
6884,1.570371470388747e-06
6885,1.5705335742136682e-06
6886,1.5706956995117708e-06
6887,1.5708578462821651e-06
6888,1.571020014523966e-06
6889,1.5711822042362867e-06
6890,1.571344415418242e-06
6891,1.5715066480689469e-06
6892,1.5716689021875132e-06
6893,1.5718311777730533e-06
6894,1.5719934748246808e-06
6895,1.5721557933415108e-06
6896,1.5723181333226533e-06
